entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
742,4,[40472.02  27433.445 23826.582 17082.053],[0.04196059 0.6088065  2.4288363  1.4995223 ],[1.5737941 0.2492506 2.0745687 0.4414876],[ 40507.652  32676.64  136214.33   40166.754],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[-654.656    -366.67065    11.351761 -213.77441 ],1.0752574605585098e-07,140.0110981146222
743,4,[148194.11   77007.67   33456.914   8464.623],[0.6516053 1.0947586 0.8896206 1.2794546],[-1.3804313 -0.918335  -1.0099741  1.4488469],[180783.97  127951.39   47592.754  16391.182],[ 1  1 -1 -1],[11 11 11 11],[    0.    30494.633 71599.34      0.   ],[ 929.5189  -256.76434 1488.6007   548.852  ],2.325721433816274e-07,120.29849719543363
744,4,[84910.84  46200.74  19028.213 14156.481],[ 0.9302121   1.2235537   0.20347817 -0.12412065],[ 2.4655821  3.0206041 -1.7318013  3.0472806],[124373.914  85319.57   19423.777  14265.668],[ 1  1 -1 -1],[13 11 13 11],[1000.1158    0.        0.        0.    ],[ 321.5005 -688.9275 -518.9446 1462.289 ],1.8625010151879628e-07,116.99801876332022
745,4,[63573.668 35198.41  28548.758 11766.18 ],[-0.1898599   0.72571814 -0.9132133  -0.15751366],[2.4337153  2.9894621  0.91547114 1.6270751 ],[64723.01  44881.34  41303.78  11912.444],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[-194.21979      2.6806946  388.91467   -522.9933   ],1.5657286480682373e-07,123.61855343918852
746,4,[36564.09  33944.324 24202.463  7871.981],[-1.5407875  -0.41237155 -1.3339984  -0.19278657],[-2.8856695   0.49066612  1.8111418   0.84777737],[89261.67   36871.58   49126.44    8019.4185],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 638.36554  454.28232 -590.7732  -711.2512 ],1.6382214773268382e-07,112.33435934407827
747,4,[44761.676 43102.633 34541.543 12293.286],[0.7507275  1.9701018  0.57935315 2.177991  ],[-2.070193   -0.75302035 -2.3360693  -1.8503869 ],[ 57979.082 157558.47   40502.45   54962.176],[ 1 -1 -1  1],[13 13 11 11],[   0.        0.        0.     1459.2192],[-427.5335  -153.32188  278.7524   221.83519],5.4515146503489806e-08,126.73455923777918
749,4,[77169.3   60121.133 54347.707 13373.29 ],[-1.8835763 -0.9960515 -2.4385738  1.52311  ],[-1.0598975  1.5826283 -2.6384103  0.902761 ],[259637.23   92493.56  313694.28   32126.158],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[-436.48663  939.9606   358.70892 -462.88138],6.872606010039329e-08,359.27934438298183
750,4,[43615.086 38169.84  12349.615 11194.526],[0.37663147 0.61323977 0.0590746  0.6181427 ],[1.1324157  2.5548441  2.8404388  0.45212412],[46745.254 45574.73  12371.17  13402.217],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[  463.1433  -1227.1061    991.77515   -88.48108],7.628975729311625e-08,80.33471105793666
751,4,[90297.76  27283.434 17882.227 11558.421],[-1.8330127  -1.0242752  -1.9609165  -0.85876465],[-1.2949218   2.8733976  -0.94014657 -0.32922792],[289522.9    42891.367  64792.367  16088.907],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[2025.2087   765.26953  373.19415 2230.3704 ],7.112310546757062e-08,123.28342564714121
752,4,[152888.31   96093.664  38360.613   8125.041],[-0.78645426 -0.9169264   0.24864379 -1.6715419 ],[-2.0454876  1.1904225 -1.7143632 -2.3884706],[202657.66  139400.02   39552.676  22377.922],[-1 -1  1  1],[13 13 13 13],[0. 0. 0. 0.],[-206.70673 3852.9634  -784.9721  -280.04184],7.300069026276906e-08,304.69544500518043
754,4,[61439.73  57634.668 38179.09  12099.758],[ 0.13110107 -0.8149308  -1.0429056  -0.16349661],[ 0.9433055  0.6935937  1.1036888 -0.6193477],[61968.484 77855.484 60893.332 12261.839],[ 1 -1 -1  1],[11 11 11 11],[   0.     2935.3518    0.        0.    ],[-555.3405 1253.5297 2739.2527 4155.902 ],9.283604486694336e-08,110.11111502871962
755,4,[48929.91  25212.895 20949.975 12230.17 ],[ 0.22002715  1.1909227   2.01793    -0.2303769 ],[ 2.8969328  1.6902249 -1.8654944 -2.5919473],[50119.094 45308.406 80193.016 12556.602],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[ 874.81665 -214.98471  144.24156 -214.98471],5.105246906097412e-08,125.1752124130042
756,4,[112666.27   31326.643  25198.29   21120.44 ],[-0.16786122 -0.82206625 -0.02641882 -0.58747727],[-0.47389564 -1.357936   -0.94610655 -2.572296  ],[114257.33   42521.64   25207.305  24871.12 ],[ 1 -1  1 -1],[11 13 13 11],[0. 0. 0. 0.],[ 337.39624 1543.0342    43.21051  238.90192],5.4959148162228267e-08,123.5281104337236
757,4,[72129.66   26748.664  26044.754   7725.7266],[-2.062041   -0.46268308 -1.7080497   0.36988825],[ 3.080619    0.21890664 -1.3360552   0.9387627 ],[288128.9    29663.414  74219.91    8260.286],[ 1 -1  1 -1],[11 13 13 11],[1049.2908    0.        0.        0.    ],[-724.96265   -66.727234   76.681915 1063.5586  ],1.488654053375244e-07,174.57929420716152
758,4,[63252.027 58201.887 51471.64   7421.962],[-0.27269155  0.8429559   0.30147812  0.1529141 ],[ 2.7605195 -2.6552353  3.1112435 -1.0557678],[65618.45   80134.18   53828.617   7509.6475],[ 1 -1  1 -1],[13 13 13 13],[1143.6403    0.        0.     1246.9734],[-170.6278  -604.66174  225.57507 -199.77942],1.9828811170912424e-07,122.02380270278844
761,4,[75482.36  48748.348 35369.844 16090.762],[-1.9201516 -1.9185046 -1.7475786 -2.2555497],[-1.9357063 -2.547962   2.2408433 -3.135171 ],[263002.34 169585.56 104604.26  77600.53],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[ 148.54758  4132.4243    -43.608795  756.9469  ],1.6508562799601235e-07,123.86890346103011
762,4,[52779.258 36874.293 35985.477 29407.988],[ 0.22547816  0.410232    0.16196504 -0.03589022],[ 1.6294624   1.9331363   0.44678807 -0.5768163 ],[54126.715 40020.844 36458.508 29427.121],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[ 825.2728   119.92914 -313.3155  -529.44714],2.513237918682893e-08,123.99418272607625
764,4,[35368.316 27916.047 19669.307  8584.459],[ 0.16036555 -1.8287953  -0.6444129  -0.78860617],[-2.9201386 -0.2994695  1.994172  -2.256842 ],[35824.234 89149.8   23896.857 11395.523],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 217.04321 -685.7331   349.6543   392.64465],8.781255937687555e-08,123.2886424603759
766,4,[98326.83  37917.56  14900.488 10091.163],[-0.21264769  0.20200454  0.87024105 -0.55753684],[ 3.122817  -1.6180634 -1.4992899 -2.2076802],[100558.34   38693.82   20907.895  11700.62 ],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-391.7782    -42.71347  -282.96036    -8.080078],8.858399661547978e-08,122.4761446964434
767,4,[87801.74  72332.46  36010.418 30570.889],[-1.6641551 -2.1323214 -2.0147295 -1.9345572],[ 2.8772578 -2.3553717  2.8330848 -2.1144848],[240162.38 309329.25 137416.8  107998.85],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-316.57828  453.59573 -316.57828  453.59573],1.7242971663720448e-07,130.6067998726437
768,4,[53833.69  34745.33  19382.484 12259.361],[-0.9861351 -1.6072397 -1.2700751 -1.1841815],[-2.189079   1.238756  -0.8717836  2.1750884],[82200.516 90154.766 37233.23  21907.777],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.        0.     3602.9937],[-535.6149    186.15692    22.225037 -194.72443 ],8.624829061422983e-08,122.51534564000693
769,4,[54961.645 35124.176 23385.959 10796.567],[1.5464665  2.1939688  0.75097734 0.6356978 ],[-2.199262   2.921948  -0.8649586  2.5274587],[134871.81  159502.77   30296.219  13052.538],[ 1 -1  1 -1],[13 13 11 11],[1474.5955 4498.8647    0.        0.    ],[-301.56793  -301.56793  -138.68454   -27.520264],8.844183060970306e-08,121.85727821785213
770,4,[41524.594 27720.406 14150.717  9397.35 ],[-0.18877357  1.0964246   1.3451619   0.12488823],[ 0.03554698 -0.77901536 -1.7083566  -2.4428391 ],[42266.668 46119.93  29004.057  9470.73 ],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[ 114.657715  284.78305   513.61414  -446.5633  ],8.880000823680878e-08,94.1013631111663
772,4,[56286.895 40111.223 34516.918 15165.37 ],[-1.1764313 -0.531851  -0.7219238 -1.0773236],[-3.1405265   0.91642976  2.0225441   0.9107926 ],[99941.89  45919.38  43909.203 24851.068],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-771.3198  -337.47656 -795.7212  -713.66187],1.0701873639610926e-07,126.5606654462951
773,4,[32503.627 30926.121 13713.432 13209.991],[-0.87614626  0.92320275 -1.0679665  -0.1602839 ],[-0.8327791  2.4434223 -1.4583416  1.7128253],[45797.79 45068.4  22306.27 13380.46],[ 1 -1 -1  1],[11 11 13 13],[   0.     1738.8055 1136.4663    0.    ],[ -848.17865  1291.1754   -633.426   -1055.1963 ],1.5110917465415955e-07,124.97988193072507
774,4,[51947.016 35017.56  16978.105 11413.606],[1.3183537 2.2097414 1.5434115 0.9461638],[ 0.75550324 -1.86225    -2.5363657   0.882362  ],[104019.72  161485.02   41547.1    16915.504],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-184.47763  265.59348 -170.61641 -213.43188],1.470196395402654e-07,124.92885680749554
775,4,[99624.4   37640.96  15025.436 14265.482],[-0.51488066 -1.6267914  -2.1425786  -1.042913  ],[1.2595975  0.34074435 0.72106045 0.97602224],[113124.04   99448.99   64900.46   22752.955],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[1742.1249  -102.2081   275.36072  105.06207],9.264507128519693e-08,121.99036706204821
776,4,[62482.848 22023.29  19058.645 11511.296],[-1.1757245 -1.6787736 -1.8771244 -1.7605197],[-0.49139097  3.029306    2.005323   -2.3814065 ],[110878.48   61065.984  63729.406  34461.45 ],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ -31.530457  338.31586   711.652    1736.1965  ],8.61146976468277e-08,117.84436201730571
777,4,[45889.434 41554.33  29808.012 15358.418],[0.07005905 0.883325   0.5687671  1.4837015 ],[ 3.031875  -2.4325464  1.8960068  1.0141532],[46002.22  58847.99  34760.94  35601.223],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-656.63446 -202.41571 -656.63446 -656.63446],1.391346662446022e-07,123.09709484876642
778,4,[65565.9   29636.838 14279.983 10584.391],[-0.3208454   0.16182035 -0.7694825  -0.48312348],[-1.3304868  1.2178059  1.0382859 -3.0010478],[68969.68  30025.719 18720.355 11843.847],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[1068.5259 5529.994  3802.7446 2295.8882],1.517359173940404e-07,120.37535239116778
781,4,[152629.2    50400.29   16203.907  10146.87 ],[-1.1130321  -1.2900764  -0.18249339 -0.47495678],[-1.5893819  -1.0100905   0.24589159 -0.74791193],[257343.06   98490.07   16474.482  11313.033],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-150.57153  -661.8943     24.417236  861.653   ],8.938229377073924e-08,125.5834026716951
784,4,[126816.81   76604.03   29665.166  16767.713],[-5.4242688e-01  2.5685233e-04 -3.1069410e-01 -5.6600755e-01],[ 0.06644242 -0.716981   -0.8543369  -0.84703016],[145935.22   76604.03   31108.521  19526.078],[ 1 -1 -1  1],[11 11 11 11],[    0.        0.    30995.387 23853.307],[1786.5204   165.41205 1186.5634  6056.939  ],1.1305825037850697e-07,119.02170168498749
785,4,[50362.11  35672.824 18293.73  11126.897],[-2.2060792 -1.7468569 -1.0791696 -2.3739145],[ 1.5363324  -0.1387749  -2.1480272  -0.15249954],[231418.39  105428.625  30021.045  60265.953],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[1063.0055  1164.4832   106.35275  353.5483 ],1.1184847292160033e-07,116.74749768763172
786,4,[91806.5   40489.156 26476.021  8216.775],[-0.40509495 -0.6201475  -0.16027267 -1.2845137 ],[ 3.0220902  1.3678558 -2.9539523  1.288173 ],[99442.89  48527.617 26817.008 15980.728],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-294.36252  -580.7334    -69.043274  617.8813  ],1.6400959674850463e-07,123.52716072730989
789,4,[112339.94   79908.34   69315.      8121.214],[1.7820897 1.7611648 2.2895854 1.5351381],[-0.40700567 -0.9868871  -1.314411   -1.9063219 ],[343229.25  239367.7   345609.88   19724.246],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[-1021.176    -322.50854   577.60596    82.42267],1.6758011824624378e-07,126.35336009977536
790,4,[53996.016  38376.98   11390.9795  8778.35  ],[ 0.28492913  1.2914853  -0.5758635   0.17427264],[-2.4303925   1.7867867   0.41297933  2.2308085 ],[56202.707 75085.49  13332.904  8912.617],[-1  1 -1  1],[11 11 13 13],[   0.    2140.559    0.       0.   ],[-115.316956 -420.32275  -232.83221   -32.141174],1.578765966346359e-07,125.9132512038892
791,4,[55597.746 37143.086 26278.617 25496.254],[-0.30395702 -1.1308854  -2.3512678  -1.2159017 ],[-0.46162486  0.2141152  -0.66242754 -0.17973968],[ 58185.914  63536.047 139199.42   46782.902],[-1 -1  1  1],[11 13 11 13],[   0.        0.        0.     1041.6528],[-400.97455 -323.68237  344.3931  -858.83887],1.5803343130488077e-07,126.62026407173727
792,4,[104543.3    19226.85   15975.15    9046.393],[-0.40816373 -0.83019984 -1.312782   -0.10465305],[-3.1107886  -2.6023104   0.60586774 -0.17172396],[113373.25   26242.355  31835.209   9096.591],[-1 -1  1  1],[13 13 13 13],[0. 0. 0. 0.],[ 154.29431 -521.39197 -857.6166   838.0138 ],1.47216793882548e-07,120.98707707215415
793,4,[55388.242 29278.152 16389.305  9626.648],[-0.01782743 -1.6569945  -1.253254   -0.91963327],[-2.5883188  -1.1301793  -0.76195014  1.4458624 ],[55397.145 79552.305 31035.55  13992.505],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-192.71448   662.9829   -900.07825    84.510315],1.077792849394989e-07,127.32835855130398
794,4,[102330.67   40911.79   28035.406  21640.008],[-0.07460943 -0.23921025  1.3138237  -0.60281485],[1.6512911 1.3698248 1.9157616 1.3756495],[102615.62   42088.03   55918.895  25692.576],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[-272.87628 -616.6498   491.1821   229.755  ],1.4998197760662077e-07,122.12304684473733
795,4,[38661.82  33137.652 28295.898 17303.668],[-0.39631152  0.7858616   1.082027    0.9591857 ],[-1.3004426 -2.7944093  2.4754412 -2.2047427],[41737.934 43907.78  46540.68  25893.213],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[  63.93228  302.39746 -570.3416   764.4084 ],1.6689606299957276e-07,123.77180577242252
796,4,[83662.    50919.242 43156.6   13173.446],[0.6218371 1.5821555 1.0676712 0.9105595],[ 2.253863    1.0605135  -1.3789366   0.34212333],[100365.26  129104.805  70181.48   19022.828],[ 1 -1 -1  1],[11 11 13 13],[   0.     2953.9858    0.        0.    ],[2163.3376   458.96573  727.1565  1192.1631 ],1.6252003345928193e-07,193.0902215923856
797,4,[58775.902 31127.578 12171.025 11207.208],[-1.7098938 -0.6954242 -1.0958776 -2.2818801],[ 1.2686262 -2.7475324 -1.0638641  2.7100844],[167783.44  38962.73  20240.74  55459.83],[-1  1  1 -1],[11 11 11 11],[   0.     1162.6313    0.        0.    ],[1157.1211   920.29065 1893.9701  -306.26392],1.5049923745325725e-07,122.62539953694662
798,4,[49694.934 39540.926 16680.129 11427.806],[1.5674427  1.1130961  0.69296896 1.9086767 ],[-2.9700317   0.03012316  1.0528356   2.012898  ],[124310.625  66672.086  20847.932  39382.703],[-1  1  1 -1],[11 11 11 11],[   0.     1092.6383    0.        0.    ],[ 722.07056 -836.01746 2089.3425  1938.1716 ],1.6264761593503315e-07,123.76556673890938
799,4,[73103.11  25646.725 21193.232 20086.629],[0.97324675 2.1031435  1.3097419  1.051091  ],[-1.9318764   2.2201655  -0.93871766 -1.3813345 ],[110545.695 106612.82   42122.812  32242.492],[ 1 -1 -1  1],[11 11 13 13],[   0.        0.     1185.7775 1713.9391],[ 249.33069  701.7346  -662.38904  730.62805],1.597895675609207e-07,125.10761838824067
800,4,[39986.74  31690.03  29503.82  19216.578],[ 0.8793914  -1.1459459   0.39018503  0.05614232],[ 2.0396707  2.9497297  2.3286161 -2.7548215],[56470.734 54876.746 31778.354 19246.871],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[1214.1779  -618.08386 -494.92322 -224.98944],1.508258302021408e-07,124.75545120610926
801,4,[43769.043 40801.035 25704.033 13623.866],[ 0.29678813 -0.48720166 -0.15964     1.2275535 ],[-0.89862674  3.1032445  -2.0734773  -0.5719379 ],[45711.016 45740.082 26032.477 25244.416],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-935.8883 -935.8883 -935.8883 -518.12  ],1.4408788176570892e-07,127.0944357469222
804,4,[49220.832 38259.97  31110.23  28116.709],[0.39382076 0.6029165  0.486171   0.61053604],[-1.6803764  -0.91683674 -0.02194821  1.4416829 ],[53087.473 45427.098 34859.863 33522.004],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[-235.37634  304.49432  203.44958 -113.84851],1.7473764326981863e-07,127.40514826431652
805,4,[47336.508 27343.607 24468.15  22022.041],[-1.7857909  -1.6156099  -0.37764835 -0.6443512 ],[0.5185026  0.67068017 2.1177125  0.8468973 ],[145132.81   71499.766  26234.002  26754.07 ],[ 1  1 -1 -1],[13 11 13 11],[163611.06   46943.984      0.         0.   ],[1489.5016  2119.6362  -269.99054 1150.4373 ],1.616746314169057e-07,102.67496065549953
806,4,[56332.06  35592.23  22590.807 12306.15 ],[-1.7127008 -1.5433446 -1.0970467 -2.4863892],[-2.9882226  -0.84328264  2.0074525   2.2145936 ],[161230.62   87092.1    37604.234  74458.516],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[-634.9505 -818.9426 -513.8977  697.1935],1.6654284019702911e-07,125.96371664514716
807,4,[59845.332  33681.27   22829.076   7317.5146],[-0.88118917 -0.3460954  -1.1155628  -1.5592    ],[-1.7967144  1.1937248 -0.6525812  1.013615 ],[84623.05  35718.69  38570.047 18167.209],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.        0.     1048.1544],[-1141.7483   -305.332    6019.9375   -669.51416],1.6633752997514089e-07,124.2942849068916
808,4,[49673.793 29896.967 17666.791  7148.049],[-0.00648317 -1.5381343  -1.7314322  -0.39714566],[-0.74457794  1.6537802   0.07336295 -1.9461179 ],[49674.836 72809.234 51461.43   7719.932],[-1  1 -1  1],[11 11 13 13],[   0.        0.        0.     1107.9653],[ 928.2108   509.37747 -861.61743  499.79883],1.5264096462693533e-07,128.82954176371055
809,4,[97818.805 42542.234 21842.035 21770.709],[1.8483353 1.2172686 1.4556801 2.0170276],[-0.8956596 -1.4719052 -1.2291546  3.0289814],[318240.78   78149.79   49370.105  83262.09 ],[ 1  1 -1 -1],[13 11 13 11],[0. 0. 0. 0.],[-425.73907 -626.08344 -629.83057  178.60956],1.4040231809562047e-07,124.339728369083
810,4,[57115.91  20878.432 13768.36  11968.127],[2.4624953  0.89674914 1.3388293  1.2391751 ],[-1.6143471  2.879938   2.5397573 -0.6426172],[337534.4    29851.268  28065.125  22394.932],[-1  1  1 -1],[13 13 13 13],[   0.        0.        0.     1658.7847],[ 463.65765  649.6726  1134.8665  -233.24692],1.708338885366694e-07,116.09358657809796
811,4,[333947.8  204942.45  55574.04  38519.4 ],[-0.26172578 -0.02818771 -0.4456186   0.31382912],[0.65643656 0.4890433  0.47519296 0.59089154],[345451.03  205023.88   61183.79   40431.883],[ 1 -1  1 -1],[11 11 11 11],[183737.   290558.28 291697.8       0.  ],[ 960.2068  -464.2998  2057.3657   349.83453],1.5913071210927327e-07,125.25786077691154
812,4,[72254.72  42457.656 12089.815 10797.665],[ 1.1089094  0.2875625  0.5394444 -0.7221226],[ 2.3766925 -2.3661597  2.6276634 -2.1162062],[121422.99   44225.37   13891.958  13737.431],[-1  1 -1  1],[13 13 11 11],[1112.1984    0.        0.     1024.4604],[-747.6302  -747.6302   319.85248  -92.60321],1.4192037588279725e-07,124.96861957927025
814,4,[63250.984 32593.357 26472.205 15570.733],[-0.10335467  0.04073394 -0.49742153 -0.13787273],[-1.3054819  1.6634046 -1.4600885 -2.078212 ],[63589.113 32620.402 29815.275 15718.959],[ 1 -1  1 -1],[11 11 11 11],[1339.845    0.       0.       0.   ],[4364.8633   435.17615 -538.7414   732.22327],9.610487544027328e-08,121.95897432768554
817,4,[106058.69   36542.438  22053.23   21141.725],[-0.5265897  -1.0992707  -0.65999764 -0.7383954 ],[-2.6511006 -1.768744  -0.5380651 -3.0603848],[121106.51   60936.156  27033.295  27171.928],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[2748.174   1474.3518   301.79102  521.1731 ],1.5648570416444142e-07,126.03835996493832
818,4,[55679.273 47839.7   20791.918 12728.924],[-2.2923098 -1.7103868 -1.9667656 -2.2682755],[-1.6115652  -0.41152534  2.101872   -2.6869502 ],[278363.12  136627.7    75759.9    62156.695],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-294.30002  -244.47214   850.4263     46.183853],1.2483332284271876e-07,125.83382540313377
819,4,[85765.83  39524.414 18005.74  16189.556],[-0.9465471 -1.5277859 -0.801058  -1.0721252],[-0.00341223 -1.7410086   0.71585613 -1.3300682 ],[127142.55   95352.29   24098.438  26420.238],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[ 185.77979 -377.96466 -429.07516 2645.4976 ],8.840001257147471e-08,126.64963106802615
820,4,[49378.2   37508.99  33759.965 22938.404],[-1.2740806  -0.84508     1.1253022   0.67772764],[ 1.8012977 -0.8507759 -1.7024872  3.109174 ],[95178.97  51719.133 57488.29  28411.129],[ 1 -1  1 -1],[11 13 13 11],[0. 0. 0. 0.],[ -603.8972  -1017.152   -1017.152    -261.91232],8.166929204922357e-08,225.73064420413985
821,4,[88028.195 31785.34  22323.582 12058.891],[-1.1866833  -0.99954766 -0.23452055 -1.8644195 ],[ 0.39840662  0.8844687  -1.8551553   0.04786654],[157633.4    49030.45   22940.541  39837.6  ],[-1 -1  1  1],[13 11 13 11],[   0.       0.       0.    1104.924],[-517.6392  -408.127    551.27997  124.64772],1.584831795384979e-07,122.61141980351698
822,4,[49636.7   44672.855 17268.746  9801.008],[0.57517695 0.17729212 1.0186336  0.6678443 ],[-0.65613073  1.7318231   2.1773658  -2.4895344 ],[58076.188 45376.785 27030.078 12069.629],[ 1 -1 -1  1],[11 11 13 13],[1076.7585    0.        0.        0.    ],[ -511.16565  2031.582    1467.1204  -1001.2669 ],1.0284417751434326e-07,123.5885589707428
823,4,[50058.816 29552.676 13089.235 12586.94 ],[-0.8431297  -2.0226724  -1.5721811  -0.01163179],[ 0.27940056 -2.5395412  -1.4099104   0.2882809 ],[ 68930.805 113641.89   32884.973  12587.792],[ 1 -1  1 -1],[13 13 11 11],[   0.        0.     1247.0513    0.    ],[-294.01257 -317.15637 1279.2482   137.78284],9.399651245466867e-08,123.63010172119559
824,4,[44542.83  37761.633 17500.021 11850.088],[ 0.8008797  -0.14274976  0.378134   -0.3996916 ],[-2.2015586   1.3503696   0.52397716 -1.7139964 ],[59608.05  38147.176 18766.123 12809.302],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[1258.8182    1701.0253      -1.9406433 -484.35925  ],7.923391915596643e-08,124.08440258097147
825,4,[53119.992 38104.824 28138.656 19435.248],[-2.2733374 -1.4338971 -0.9594686 -1.23539  ],[-1.0005951 -2.740576  -1.6857175 -0.6742676],[260679.11   84466.914  42115.203  36251.023],[ 1 -1 -1  1],[13 13 11 11],[1951.6854    0.        0.        0.    ],[-178.64954 -465.44507  114.70526  -70.07858],1.424787641786766e-07,123.76231397699286
826,4,[72009.19  41143.965 38463.203 18199.434],[-1.5232496 -2.2990618 -0.7130768 -2.6290436],[-2.8940563  -0.65461904  0.9218721  -0.5575339 ],[173006.06 207060.77  48663.62 126783.26],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[  48.658875  -44.095093 -441.68158  -348.21246 ],1.5932240082033793e-07,205.8174971509153
827,4,[84113.01  17193.793 14085.355  9250.145],[-0.27131537 -1.5354877   0.489341   -0.00485224],[-1.5975461  2.0538585  2.9049659 -2.9017477],[87227.98  41771.938 15805.679  9250.254],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-458.39282  -101.037415 1013.75305   924.57056 ],1.5161242137153625e-07,123.03892378434566
828,4,[119103.77  97019.59  81179.84  61454.63],[-0.5828655 -1.0045308 -0.7091582 -1.0164384],[1.7500173 2.5003855 1.9764469 2.0115373],[139914.77  150227.19  102462.68   96029.516],[-1  1 -1  1],[11 11 11 11],[ 84955.586      0.    112010.69       0.   ],[-619.42706 -968.853   -703.63855  -79.67383],1.4516721622959136e-07,124.57510581141275
829,4,[64234.65  37895.387 16639.633 13167.352],[1.0978487 1.6387403 0.669815  0.4450949],[-1.6470658   0.48211807 -0.37558684  0.6737541 ],[106992.375 101235.71   20514.27   14493.7  ],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 2.5071686e+02  1.4278517e+03 -3.0129529e+02 -1.1605225e+00],1.2295609986890156e-07,123.39511433185146
831,4,[71708.44  38008.13  12689.367 10704.333],[-2.4036398 -1.0103939 -1.2987686 -2.0136046],[-0.20941374  0.8138417   2.5708563  -2.8042133 ],[399909.38   59117.145  24983.137  40803.715],[ 1 -1  1 -1],[13 13 11 11],[   0.     2346.2517    0.        0.    ],[  19.14273   -27.979553 1307.6309    685.5305  ],8.171641396322885e-08,140.97792080924808
832,4,[41652.457 35245.855 29178.963  8307.771],[-0.7417644  -0.23194519  0.7501408   0.17933357],[-1.0351324 -1.0248276  2.1841931 -0.7872572],[53646.484 36198.355 37780.895  8442.382],[-1 -1  1  1],[11 13 11 13],[   0.    2067.553    0.       0.   ],[ 140.36829 -272.0054  2238.326    318.27   ],7.423498643915812e-08,122.96257033610694
833,4,[68218.84  40040.926 11788.393 10467.557],[-0.91727537 -0.38260835 -1.5441325   0.24531144],[ 0.35132653  2.389285   -0.723952   -0.44875824],[98987.9   43007.633 28866.451 10784.613],[-1  1 -1  1],[11 11 13 13],[   0.        0.     2821.6365 4057.1313],[ -27.50122 1451.4995    97.35803 -786.61414],8.157383079868316e-08,127.81014601804176
836,4,[53515.133 37046.797 17172.     7804.014],[ 0.96504235  1.3721925   1.5274191  -0.56626993],[ 0.79386926 -2.3624172   0.3555035   0.12951472],[80429.73  77752.76  41413.574  9089.646],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[2320.7246  -395.7123   253.82312  420.95078],2.042212842592112e-07,126.09630759503607
837,4,[76622.57  50243.77  43479.164  9753.279],[ 0.57445836 -0.01987521 -0.00336378 -0.05489223],[ 0.5732695  -0.03980058 -1.0775832   1.0942038 ],[89616.98  50253.695 43479.54   9767.978],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[ -939.4572   -1181.5166     -79.266785   548.04193 ],9.872515182951609e-08,125.26255939185587
