entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
1282,4,[89810.086 33337.555 15298.927  9927.655],[-1.985178  -1.1990505 -2.3063035 -0.813501 ],[-1.1069832  -2.0055132  -0.08585437  1.8953855 ],[333092.1    60315.08   77541.78   13398.259],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-308.69482  298.68475 -175.61815  284.96982],2.8585350253336244e-05,121.10012004340902
1283,4,[58321.305 47216.016 41566.35  12602.128],[-1.493391   -0.75203085 -0.12057788 -1.1851733 ],[-2.1679926  -2.117759   -2.3848343  -0.96309525],[136377.9    61208.855  41868.887  22538.57 ],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-681.98914 -337.9237   366.08212  948.6117 ],3.018366667001921e-05,106.61250107949132
1284,4,[69106.02  40474.535 19692.33  15505.68 ],[-0.91076565 -1.0734137  -0.7592787  -1.3120499 ],[-2.9674094  -0.88192946 -0.7272887  -1.4698998 ],[99804.41  66119.05  25646.684 30879.92 ],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[3036.1418   -649.06366    56.428467 -704.17474 ],2.9905151911528715e-05,125.00482579092728
1285,4,[51657.17  29313.424 24387.639 10431.384],[ 0.17538242 -1.1108344  -0.7937169  -0.7377349 ],[ 0.08255415 -2.4862435   0.4494548  -2.0977244 ],[52453.777 49337.176 32481.44  13401.143],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[1192.2572  -890.45886 2159.4736  2526.9907 ],1.5264818273793902e-05,126.44246316707034
1286,4,[49833.277 33402.125 17828.121 14456.163],[-0.8808119  -0.14254238  0.2519276  -1.6506426 ],[ 1.0473679 -1.067352   2.28588    1.331016 ],[70446.92  33742.04  18397.176 39048.074],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[   4.4405212 1685.3198    -394.23132    993.8092   ],2.675073942665754e-05,126.05001435716922
1288,4,[44689.22  28404.459 26220.188 26209.03 ],[ 0.2511735  -0.40999597 -0.03181235  0.4418032 ],[-1.892023   1.3975745  1.7240754 -2.7658732],[46106.324 30825.617 26233.457 28808.97 ],[ 1 -1 -1  1],[11 13 11 13],[   0.        0.        0.     1378.7555],[ 114.64963 -356.20102  575.7806   -82.76083],2.9038379193948138e-05,126.05512273735212
1289,4,[156850.12   46545.332  32632.68    7598.611],[1.9596764 2.168865  0.7236437 1.5412825],[0.7272049  1.1794498  0.5868645  0.40758848],[567635.44  206257.64   41556.324  18558.402],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[5129.378    629.5163  -356.42383 1007.283  ],2.9874100903749788e-05,126.09195304412832
1294,4,[49313.418 43258.08  39493.098  9097.586],[-1.8081945 -1.2832394 -2.0110576 -0.7390035],[-2.5075774  1.6519129 -2.7354758  2.7080314],[154434.25   84038.56  150173.77   11697.414],[ 1 -1  1 -1],[13 13 13 13],[   0.     2512.9453    0.        0.    ],[-106.11635 -331.31436 -253.89923 -490.77347],3.057930312322645e-05,123.26069740400422
1296,4,[72336.414 28864.031 23855.568 12190.419],[-0.16436711  0.53202474 -0.37638968  0.46854597],[ 2.4653244  -3.0186746   0.15150005 -1.8263763 ],[73315.836 33046.285 25565.63  13553.193],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[-400.24643 -181.70322 -387.16708 1091.2505 ],2.9701655786359805e-05,125.9785157015882
1297,4,[52121.836 30154.828 26336.164  9680.992],[0.52988756 1.9394205  1.6146946  1.4198074 ],[ 2.585972    0.74371034  1.804967   -0.6089465 ],[ 59612.16  107027.17   68807.31   21192.363],[ 1 -1  1 -1],[13 13 13 13],[   0.      0.   2141.87    0.  ],[1115.5708  -532.5901  -220.61609 -931.2753 ],1.66518810762459e-05,122.54572183039556
1298,4,[126802.36   88338.58   41568.934  26363.4  ],[-0.7428903  -0.6585165  -0.52314943 -0.03106573],[-0.17333125 -3.0345662   1.5580405  -2.3573074 ],[163431.73  108194.62   47388.38   26376.334],[ 1 -1  1 -1],[13 13 13 13],[   0.       0.    5950.718    0.   ],[-621.397   799.4187 2219.4563 -621.397 ],2.8855239898963786e-05,288.25232309201124
1299,4,[71017.94  32094.297 27183.254 11718.819],[-0.73787    -1.1075246  -1.3552653  -0.23154683],[ 2.0644817   2.4296315  -0.24401444  1.1101061 ],[91244.1   53874.11  56210.46  12034.835],[-1 -1  1  1],[11 13 11 13],[   0.        0.     1261.5034    0.    ],[2080.5151  2350.5154   594.46747  499.4395 ],2.6446006490363975e-05,118.01839112303442
1302,4,[50686.    31097.791 30987.502  7523.749],[2.1081045  2.1780088  0.49148682 1.5275831 ],[-3.0929134 -2.1040165 -1.4985415 -1.2599719],[211717.69  139037.84   34806.11   18147.615],[-1  1  1 -1],[11 11 11 11],[1067.5137 1397.3049    0.        0.    ],[ 421.55606 1189.9019   530.29407  897.8279 ],2.265108765089209e-05,123.12605901682036
1303,4,[95737.61  30694.297 27920.623 14275.959],[2.0419118 2.2871532 1.6096567 1.0008845],[-2.5083084  1.0235727  1.3987648 -0.6081629],[375057.2   152679.94   72608.28   22044.057],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[ 212.04346  287.11688  701.5769  -431.4774 ],3.026289861684184e-05,173.234628580236
1305,4,[67370.44  41781.137 18786.326  8730.884],[-0.17862156 -0.02917613  0.41166392 -0.514037  ],[-2.169818   -1.4347233   1.9070209   0.04169543],[68448.05  41799.055 20400.768  9910.569],[-1 -1  1  1],[11 13 11 13],[   0.     1581.3988 1999.5745    0.    ],[-432.69745 -528.08246   48.49945 -528.08246],2.8274404108125364e-05,111.96779897662272
1307,4,[55218.113  22711.537  11919.648   7392.7573],[-0.19175656 -0.8379749   0.96834195  1.9902508 ],[ 0.35174307 -2.267571    1.0567122   1.9965074 ],[56236.43  31163.256 17958.967 27553.121],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ -72.8573   396.39456 5642.6357  -443.0884 ],1.5465866406678835e-05,125.08250278598678
1308,4,[38628.92  36446.25  14093.315 10102.902],[1.0781353 2.284524  2.5641525 1.1689327],[ 1.3694826 -2.5144646 -1.8407023  0.6667352],[ 63340.285 180825.02   92076.125  17828.168],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 520.55664   67.19797 -370.95322 -515.366  ],2.9960252789448863e-05,118.69454225861945
1309,4,[41704.52  37800.105 22691.104  7466.502],[-0.72357404  1.2475295  -0.43368334  0.09262805],[-1.6633835 -1.5711817 -2.8170383  3.0694509],[53106.633  71233.24   24858.87    7499.3003],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 935.24854 2068.2275  -299.58582 1172.8523 ],2.811950694525258e-05,125.50350287356305
1310,4,[247615.81  130560.24   27487.482   9880.664],[-0.35344633 -0.7938555  -0.7172206  -0.33617964],[2.2412224 2.2989874 2.7454271 1.3281646],[263244.12  173906.69   34865.805  10444.817],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-352.33276 -352.33276  467.51514  718.4866 ],2.8931052475728825e-05,116.66376608481627
1311,4,[58094.65  26946.246 11258.646  8639.99 ],[-0.7226757 -1.2416184  1.0990223 -2.2624626],[-1.5318573  2.7965062 -2.295706  -1.78449  ],[73936.74  50525.918 18770.863 41950.793],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-977.0312  -365.18655 -127.55182 -323.28906],2.835579534052526e-05,125.70317457798551
1312,4,[73235.72  33901.668 14062.581  7139.06 ],[ 0.38190636  1.1900884   0.8193653  -0.98385596],[ 0.49537084  1.8285068  -1.6454003   0.6412348 ],[78641.76  60880.133 19053.477 10882.129],[-1 -1  1  1],[11 13 13 11],[0. 0. 0. 0.],[-121.78607 -546.45776 -546.45776  422.18375],3.027127111133642e-05,121.16454251941428
1313,4,[52433.117 39655.375 36204.004 14455.663],[-0.4862888  -0.10383226 -0.39928398 -1.0854489 ],[2.9887447 0.5397151 1.4387255 2.065465 ],[58755.957 39869.473 39128.51  23841.137],[-1  1 -1  1],[13 13 11 11],[   0.        0.     1141.7959 1389.0437],[-445.42273  761.3518   145.91046 -777.02637],2.775008866984841e-05,125.05770463859672
1316,4,[59096.49  34892.652 27836.648  9035.197],[-1.5706931   0.27332595 -1.5197908   1.5510442 ],[ 1.2146871  -1.9592836   1.5513048   0.47365108],[148269.61   36204.305  66669.23   22264.62 ],[-1  1 -1  1],[11 13 13 11],[0. 0. 0. 0.],[2284.2556 -611.3616  734.2757 1590.3826],3.255625537839759e-05,209.1046587984525
1317,4,[92965.38  16121.929 10325.114 10028.118],[-0.92402554 -2.2178838  -2.1593     -2.00749   ],[-2.4769266   0.68056184  1.9332775  -1.7720965 ],[135558.88   74940.42   45329.836  38001.363],[ 1 -1  1 -1],[11 11 13 13],[   0.     1227.4797    0.     1745.1874],[-759.7131  1899.3567  -327.55838 -237.83963],2.8081024747137405e-05,125.97510255679185
1318,4,[57587.742 31674.184 29210.941 18706.275],[-0.30870706  0.69777644  1.1185136  -0.59807384],[-2.037236  -2.5364735  2.7770107 -2.0252934],[60353.66  39703.125 49469.71  22152.74 ],[ 1  1 -1 -1],[11 11 11 11],[10878.045     0.        0.    57648.953],[2704.9272  1742.5309  -476.29468 -330.78223],2.4340635386895307e-05,122.15509334938665
1319,4,[71840.625 35633.277 20326.19  12590.727],[1.7608672 1.6595649 1.8721528 0.6611165],[ 2.330747   -0.01448541  2.0856712   1.1975678 ],[215140.28   97051.65   67646.29   15443.963],[-1  1  1 -1],[13 13 11 11],[15972.665   1201.1796 75860.79       0.    ],[ 487.27466 -110.75909  885.5452  4011.221  ],2.6716849469595966e-05,122.37794477249994
1322,4,[104427.984  81415.6    52016.6    12396.399],[-1.5321741 -1.4070941 -1.8560388 -2.0423124],[ 2.9047308 -2.8149862 -2.2038338 -3.1203814],[252939.9   176221.02  170474.84   48582.484],[-1  1  1 -1],[11 13 11 13],[2266.83   1492.4717 1418.4764    0.    ],[ 803.2991 -623.9166 1357.6187  441.3098],2.927852603406153e-05,117.81858437132955
1324,4,[33688.324 29760.18  15961.695 12242.677],[1.1597719 1.44982   0.5998902 1.3875237],[-1.3932556  2.539108  -2.8450072  1.6982483],[59001.21  66915.25  18921.213 26044.14 ],[ 1 -1  1 -1],[13 13 13 13],[   0.     1551.0629    0.        0.    ],[-273.6914 1125.2646 -601.1826 1730.6006],2.928799922287544e-05,88.55932547072547
1328,4,[44784.17  42907.598 26388.752 12807.388],[2.1140773 1.6417029 1.0846484 1.3625555],[-2.0458777  1.6257046 -1.262961  -3.0677936],[188153.66  114940.99   43494.203  26653.252],[-1  1 -1  1],[11 11 11 11],[1378.9545 5078.144     0.     1842.6672],[-753.4683  2026.8701   296.13116 -559.07214],2.645589168770725e-05,131.8279697965465
1331,4,[65607.07  26992.955 15149.371 11221.909],[0.8147257  1.284648   0.06815108 2.134609  ],[ 1.2351576 -1.6343158  1.1898553  1.9771293],[88612.74  52503.234 15184.934 48097.395],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[2259.4563   452.16995 -608.4791  -282.2682 ],2.7904982825359667e-05,120.75485085713068
1332,4,[120997.69   54020.19   41001.31    8197.268],[-1.6629403 -2.0909822 -1.2720048 -1.313169 ],[-1.8304572  -0.8907953  -0.76426554 -1.111947  ],[330588.56  221926.45   78892.08   16341.199],[ 1 -1 -1  1],[11 11 13 13],[1193.1077    0.        0.        0.    ],[ 186.65518    77.186066 -726.9809   -726.9809  ],2.870724463079828e-05,122.60085540462862
1333,4,[86925.39  58218.074 28267.64  13805.106],[-0.16491434 -0.3919414  -0.8553617  -1.5412906 ],[ 0.416864    0.05978307  0.92296106 -1.6670305 ],[88110.18  62747.285 39254.63  33717.2  ],[-1  1 -1  1],[13 11 11 13],[0. 0. 0. 0.],[5166.9414   1097.267    -847.73376    33.292786],2.7129579765729637e-05,123.11674694336698
1335,4,[72995.73  59467.8   49321.03  19296.852],[1.7042878 1.6291184 2.1392093 1.7168328],[ 1.1122531   0.48334962 -0.21700788 -0.81004196],[207284.92 157455.3  212338.6   55444.81],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[1381.9991   -84.96165  379.44174  910.7163 ],3.0419747557346444e-05,126.3973602196018
1336,4,[53798.207  42421.375  21857.873   8056.4434],[0.8205181 0.6932414 0.6977801 1.5416762],[-2.8147573  -0.31720677  2.774663    1.0914456 ],[72947.14  53029.72  27398.584 19683.654],[-1  1 -1  1],[11 11 11 11],[   0.        0.        0.     2332.9346],[ 297.96948 1822.6462  1232.2788  -179.07224],2.9758049829737093e-05,124.9252220111862
1337,4,[120182.695  43293.46   16250.878  10364.043],[ 1.0856028  -0.00778354  0.59694713 -0.72777015],[ 1.780954   -1.1824377  -2.805481    0.21291217],[198236.72   43294.773  19233.355  13232.421],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[ -327.06995  -453.1816  -2196.5327   -764.2179 ],1.6344629474672448e-05,209.6675631347499
1340,4,[125724.31   29709.955  22205.469  21722.266],[0.9627243 1.1343415 1.4540732 1.7605466],[-2.9548025  2.4511325 -2.58895    1.66173  ],[188628.73   50963.96   50119.312  65031.75 ],[ 1 -1  1 -1],[11 13 13 11],[   0.        0.     2020.6997    0.    ],[ 229.8656   -579.56506  -821.31384   -70.983475],2.8536916695924172e-05,121.34966121662784
1341,4,[75767.1   55628.023 33215.887 27019.979],[-0.5384674  -0.90816236 -0.95619076 -1.8921826 ],[1.3060246  0.67019635 1.2870559  0.22061263],[87019.31  80188.586 49593.44  91659.52 ],[-1  1 -1  1],[11 13 13 11],[0. 0. 0. 0.],[5095.911    124.00964 -782.9098  1009.01587],2.8822718291397555e-05,116.42617867663002
1342,4,[70930.77  46336.715 26360.363 15667.817],[ 0.43685174 -0.5603976   0.23966703  0.12664859],[-0.79583806 -2.0983672  -0.3856124  -0.00348816],[77807.29  53805.05  27121.068 15793.641],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.        0.     1264.8048],[1746.9894   148.54279 -480.74564  326.71326],2.5540523015192078e-05,125.48115819963948
1343,4,[64542.21  24636.59  22497.51  13223.922],[-1.995774  -1.879478  -2.0835698 -2.245233 ],[ 0.87619734 -1.9224962  -2.2200024   2.4241395 ],[241833.36   82566.51   91762.67   63134.523],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[2472.372   -994.825   -421.0423   286.10138],1.53494860265788e-05,124.00999395320002
1344,4,[69257.375 29659.1   16461.324 11521.004],[0.6727747  0.11264955 0.57575136 1.9106879 ],[ 1.5017368  -0.893153    0.990637   -0.13767424],[85531.47  29847.672 19266.2   39780.523],[ 1 -1 -1  1],[13 13 13 13],[   0.      0.      0.   3736.48],[-712.8871 3149.5757 -718.8959 -577.2553],1.9805117682759544e-05,121.62812137227645
1345,4,[56923.832 36736.633 13329.457 11010.773],[-1.8925806  -1.2139941  -0.9453247  -0.87924623],[ 3.1191704  -0.86593777  1.0517948   2.4140172 ],[193175.47   67300.02   19742.273  15548.196],[ 1 -1 -1  1],[13 13 11 11],[2420.4194    0.     1372.5049    0.    ],[ 474.20856 -555.84686  180.16473 -233.0263 ],1.732075887950389e-05,123.18340457316248
1346,4,[40796.41  33159.75  27489.229 25921.643],[-0.9257054 -2.1721787 -2.1324399 -0.6045772],[-0.40461496 -2.0081694  -3.129852   -0.7973677 ],[ 59560.71  147416.9   117571.02   30805.066],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[3383.1528  1460.1915  -109.22882 -723.82635],1.523812042182708e-05,144.01151647854303
1347,4,[41954.06  36950.434 27387.705 14907.309],[ 0.54994977 -0.68480235 -0.0379586  -0.21656105],[-1.6865478 -2.662653   1.4523802 -2.5594962],[48459.973 45958.51  27407.438 15258.609],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[2593.7341   1088.1721    -53.819824 -385.93536 ],1.4673737905909578e-05,122.33625202826106
1351,4,[78764.86  26752.016 25956.309 22117.16 ],[1.745103  1.4735901 1.7454257 0.6591521],[ 2.1390166 -2.789217   2.8596911 -2.4427106],[232400.38   61449.19   76608.95   27098.412],[-1 -1  1  1],[11 13 13 11],[0. 0. 0. 0.],[-1236.9414   -533.9397   -851.72595  7248.6035 ],2.7911962911466678e-05,112.91513697555126
1352,4,[100453.31   73479.67   19705.938  18323.324],[2.372325  2.1848674 2.653254  2.5427203],[-0.58366    0.5167498  0.5796472  0.9930613],[543229.2  330730.62 140607.75 117203.94],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ -159.55731 -1463.0206   -369.0439   -369.0439 ],2.2483254322405642e-05,124.51633559361066
1354,4,[53905.95  43838.316 38910.258  7720.349],[-0.00364809  0.37094778  0.08067257  0.80389774],[2.8643665 0.502662  2.4593127 2.0823073],[53906.31  46889.188 39036.94  10352.268],[ 1 -1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[3196.7317    -44.179962 3858.2266   1246.8411  ],2.646741890444494e-05,122.87643660069956
1355,4,[44333.383 32326.262 22898.658  8867.251],[1.7111212 0.4491132 1.099394  1.2397351],[ 1.4880215 -1.2514405 -2.6586347  1.2539617],[126700.98   35641.58   38188.453  16600.535],[-1  1 -1  1],[11 11 13 13],[1866.7097 1231.5294    0.        0.    ],[  13.772675   22.606628 -540.3447   -540.3446  ],3.074254571434006e-05,123.34863661794547
1356,4,[57272.926 48103.09  22660.166 16933.463],[-2.16682   -2.0388832 -1.3257017 -1.7988647],[-2.6196907  -0.92462254 -0.08600969 -1.9347489 ],[253290.06  187895.45   45665.375  52563.754],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[ 280.99124  956.5738  -706.26807  526.58453],2.691313694918172e-05,125.23878627203663
1357,4,[45864.62  37814.652 26729.373 10270.387],[-2.073385   -1.6861328  -1.884455    0.25541463],[ 0.82680655  0.14715593 -1.6310061  -1.5652453 ],[185234.67  105574.734  90006.914  10607.215],[-1  1 -1  1],[11 13 13 11],[   0.     2260.1067    0.        0.    ],[ 222.93054 -794.4088  -172.37744 -777.667  ],2.785091046508217e-05,134.79159223321767
1359,4,[88953.016 37007.652 18241.234 14671.431],[-0.96132797 -0.6561686  -1.2594962   0.61510897],[-1.183956  -0.7316315 -1.68455   -3.0823202],[133320.64   45264.72   34726.39   17535.588],[-1  1 -1  1],[11 13 13 11],[0. 0. 0. 0.],[-410.1131   531.42834 -568.46277  265.8327 ],1.786675438703782e-05,119.59942999200949
1362,4,[101185.66   34544.008  20755.264   9592.148],[-0.9693185  -0.91764534 -0.41868147 -1.9681913 ],[ 2.5648172 -2.732342   0.8916756  2.5656023],[152562.14   50137.992  22601.379  34999.004],[ 1  1 -1 -1],[13 11 13 11],[0. 0. 0. 0.],[ 809.6526  -493.2573  -269.42334  491.44534],3.2174672325611756e-05,118.65702001491773
1364,4,[80873.61   60740.324  21776.803   7698.0767],[0.7015341  1.0662948  0.3989258  0.95767903],[ 2.76092   -2.1062243 -3.1318643  1.088017 ],[101604.336  98669.05   23532.705  11506.409],[ 1 -1  1 -1],[13 13 11 11],[   0.     1063.3108    0.        0.    ],[-108.66347 -108.66347  206.08035  985.4411 ],1.2051714121337876e-05,122.95858920590074
1365,4,[42660.004 34770.113 13590.914 12146.461],[-2.2810178  -0.3840792   0.07275993 -1.1174465 ],[3.1098776 3.1412432 2.5715244 1.541355 ],[210928.5    37366.53   13626.905  20552.736],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-396.11246 -476.91937  243.6557   303.57645],2.6195529363401125e-05,126.11077517426547
1367,4,[83839.57 44133.01 33381.12 24250.3 ],[-2.3824172 -2.1318455 -1.2083702 -1.9531921],[ 2.8583775 -0.6297384 -2.1516623  2.3945105],[457905.72 188647.22  60865.59  87216.03],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[ 712.83057  950.44055 -706.13696 -337.27783],7.4244756497931454e-06,185.7141318120479
1371,4,[170363.73   88422.94   26168.375  13997.987],[0.290757  0.5085837 0.8109295 0.795145 ],[-1.0747627  -1.0281467  -0.97388196  1.0485134 ],[177615.86  100107.24   35254.758  18661.262],[ 1  1 -1 -1],[11 13 13 11],[ 87577.125  176233.84        0.       3851.4387],[ 119.63678 -271.09015 -645.7005   931.5322 ],2.5822045135210796e-05,122.3572677088775
1374,4,[38762.125 29855.883 21204.084 13335.12 ],[-0.02834918  1.015694    1.6862589   2.1878984 ],[ 1.2364725 -0.4465848  2.6474805  1.9323643],[38777.703 46626.383 59206.625 60198.777],[-1  1  1 -1],[11 11 11 11],[   0.    1668.416    0.       0.   ],[ 2580.6875  -1139.0674   4502.9385    -95.40349],1.4766957091199985e-05,132.03174984399396
1377,4,[87655.71  55947.58  30718.613 18101.893],[ 0.00935659 -0.12742355  0.5886862   0.47895604],[-2.7834027 -2.4690826  2.5827222  1.5263186],[87659.61  56402.496 36197.062 20218.441],[-1 -1  1  1],[13 13 13 13],[0. 0. 0. 0.],[  433.052   -1200.2144    536.66187  -406.56177],1.3352211525880669e-05,126.1348815200395
1379,4,[84617.11  79527.984 56459.96  29103.412],[0.9239925 1.9903395 1.5330249 2.0161052],[1.5983685 1.3611345 1.3926677 1.7461627],[123382.74 296427.3  136860.33 111206.97],[ 1 -1 -1  1],[11 11 11 11],[   0.     2533.187     0.     1147.7507],[ 356.97528 1045.2399  3109.5828  1653.8132 ],1.6289423339098812e-05,126.49264776999298
1380,4,[93682.02  31240.814 23539.062  9640.023],[-1.2391145 -1.2683487 -1.3629277 -1.4638708],[ 1.8882785 -2.535613   2.8274837 -0.6116007],[175288.25   59924.242  49002.88   21950.58 ],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-320.8124   202.7125   235.17538 -493.51407],3.069377533243682e-05,122.30732032028773
1381,4,[65484.332 48503.05  29673.719 10649.771],[-0.52291894 -0.3158955  -0.85484606 -1.2501376 ],[-1.0916098   0.33632353  0.02159187  2.9321113 ],[74643.445 50943.41  41192.613 20113.908],[ 1 -1 -1  1],[13 13 13 13],[1477.9509    0.        0.        0.    ],[-517.05426 -517.05426 -517.05426 -517.05426],4.023741459750746e-05,122.0828088821618
1382,4,[115288.     95816.76   20735.725  12522.317],[2.2490933 1.2769237 2.5775106 2.044621 ],[ 0.22310261 -2.991169    3.1256366   1.428245  ],[552496.56  185141.27  137273.53   49185.527],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-581.3141  713.2911 -581.3141 2129.432 ],1.7395957954517173e-05,274.6474623058501
1384,4,[86635.79  23036.883 15070.65  14961.21 ],[-0.73135257  0.21878509 -0.38798615  0.02727043],[ 1.6139311 -2.2850716 -2.7054255  2.9808066],[110856.85   23590.438  16219.612  14967.146],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 1.5768093e+03  3.4186172e+03  2.5233154e+00 -6.0726428e+02],2.8976012530575795e-05,126.88374175627507
1387,4,[101557.44   58599.152  44812.773  22147.42 ],[-1.8213108  -0.35617706 -0.7508371  -2.1912448 ],[ 0.22989611  2.4617426   3.0993514  -2.4447727 ],[322026.8    62355.62   58049.215 100307.   ],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 598.64404  953.92664 1787.7529  -221.00015],1.2018252713294075e-05,281.2673885213415
1389,4,[47581.477  31652.012  20121.52   16172.1045],[-1.2683461  -0.13058189 -0.42791975 -0.9152593 ],[-1.4018776  2.1495693 -2.457426   2.1783373],[91267.625 31922.43  21992.338 23432.287],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-839.01953    -1.111084 -839.01953  -183.42725 ],1.737378618165033e-05,123.44021768441614
1390,4,[54783.953 54272.832 25051.531 20300.84 ],[-0.11064056 -1.479904    0.0609831  -1.0831566 ],[1.3125921 2.0888839 1.8750427 1.4613205],[ 55119.71  125375.27   25098.129  33420.406],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[  37.828552  -653.31134      3.2435913  254.99664  ],1.2113162035763344e-05,123.43164005278742
1392,4,[193733.55  125132.51   46783.05   18578.912],[0.4633627  0.9549998  0.29620275 0.9984856 ],[-0.6847608  -0.3780028  -0.87667334 -0.99172795],[214906.14  186665.34   48850.38   28635.729],[ 1 -1  1 -1],[13 13 11 11],[ 39527.39      0.   188575.88      0.  ],[ 1020.8783  -1089.6268   -553.89746  1320.8123 ],1.5937286866716593e-05,124.86554599711431
1393,4,[107493.65   27805.135  23026.477  10689.653],[-1.6815768  -2.1984422  -0.75461775 -2.1931224 ],[ 0.7261921  -0.11301418 -0.9897198   1.2510309 ],[298837.94  126818.445  29899.938  48502.94 ],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-339.99915 -209.06525 -755.89197 -339.99915],4.267930193758075e-05,123.63523324744402
1395,4,[111198.38   42497.207  13565.815  12585.933],[-0.707246   -0.8847886  -2.1426682  -0.16646059],[-2.2485247 -3.126101  -0.9849035  3.034055 ],[140187.7    60245.605  58600.945  12760.708],[ 1 -1 -1  1],[13 11 13 11],[1171.1233    0.        0.        0.    ],[ 251.07437 1367.4297  -193.31485  499.80115],9.196405543819809e-06,125.05138244177837
1396,4,[29403.49  23596.553 14006.534 13655.726],[ 0.92784035 -0.18813124 -1.7023158  -0.42825526],[ 0.8357916 -0.2888685 -2.3727226  1.2382727],[42994.492 24015.6   39700.816 14927.604],[ 1  1 -1 -1],[11 13 11 13],[   0.      1003.27856    0.      1344.2563 ],[ -41.41255   835.9904   2161.6526   -124.054016],2.17420464670323e-05,113.35175973078528
1397,4,[58538.504 51513.434 36800.32   9127.52 ],[0.13525285 0.28240943 0.10885532 2.3167677 ],[-0.53040606 -1.3798504  -1.1513822  -2.9449887 ],[59074.848 53581.35  37018.566 46739.54 ],[-1  1 -1  1],[13 11 11 13],[    0.    34978.004 51216.7       0.   ],[1412.2434   865.3938  -122.35541 -128.01552],2.5305136828377864e-05,124.74190925315014
1400,4,[55702.92  23812.1   22781.873 22062.242],[1.8963215  0.39504057 1.2014862  1.7058593 ],[ 2.5155325 -1.1572593 -2.4852448  2.829912 ],[189709.27   25694.412  41301.414  62742.14 ],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-497.4049   486.78412  842.6475  -164.335  ],2.9169238516125814e-05,125.31426246174242
1402,4,[28562.5   27005.105 21292.773 14987.728],[-0.40887228 -2.218244   -0.83586144 -2.4666438 ],[ 0.73951465  3.0120666   0.95983696 -2.608401  ],[ 30983.617 125573.44   29174.307  88935.02 ],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[ 206.4303   171.86876 2760.351   -926.15234],0.0,125.1253375764809
1403,4,[55152.04  31347.148 28787.531  9478.869],[ 1.3488255  -0.25412774  0.5272185   0.4223469 ],[ 2.8787234 -2.0387874  2.241402   1.6693238],[113404.79   32364.822  32881.95   10336.916],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 530.031    398.30075 -387.5479  -327.92694],1.3274925341966802e-05,124.95484222030328
1405,4,[79834.42  49058.902 45891.027  8200.609],[-1.7394706  -1.2101012  -0.45047534 -0.53424716],[ 2.7846322 -3.0207076  2.272277   2.5274174],[234311.72    89581.34    50626.7      9399.0205],[-1  1  1 -1],[13 11 13 11],[    0.         0.      1381.8961 45525.406 ],[ 934.3296   563.20935  626.6526  -790.73944],0.0,121.88558166206211
